Cod,Region/Country/Area,Year,Series,Value,Footnotes
90,Solomon Islands,2008,Theft at the national level- rate per 100K population,174.4,
90,Solomon Islands,2008,Total Sexual Violence at the national level- rate per 100K,24.2,
710,South Africa,2005,Intentional homicide rates per 100K,38.7,
710,South Africa,2010,Intentional homicide rates per 100K,31,
710,South Africa,2017,Intentional homicide rates per 100K,35.7,
710,South Africa,2017,Assault rate per 100K population,293.6,
710,South Africa,2017,Kidnapping at the national level- rate per 100K,9.6,
710,South Africa,2017,Robbery at the national level- rate per 100K population,331.7,
710,South Africa,2017,Total Sexual Violence at the national level- rate per 100K,87.9,
710,South Africa,2018,Intentional homicide rates per 100K,36.4,
728,South Sudan,2012,Intentional homicide rates per 100K,14.9,
724,Spain,2005,Intentional homicide rates per 100K,1.2,
724,Spain,2005,Percentage of male and female intentional homicide victims- Male,1.8,
724,Spain,2005,Percentage of male and female intentional homicide victims- Female,0.6,
724,Spain,2005,Assault rate per 100K population,392.6,
724,Spain,2005,Kidnapping at the national level- rate per 100K,0.5,
724,Spain,2010,Intentional homicide rates per 100K,0.9,
724,Spain,2010,Percentage of male and female intentional homicide victims- Male,1.1,
724,Spain,2010,Percentage of male and female intentional homicide victims- Female,0.7,
724,Spain,2010,Assault rate per 100K population,53.4,
724,Spain,2010,Kidnapping at the national level- rate per 100K,0.3,
724,Spain,2010,Theft at the national level- rate per 100K population,308.2,
724,Spain,2010,Robbery at the national level- rate per 100K population,179.9,
724,Spain,2010,Total Sexual Violence at the national level- rate per 100K,21.2,
724,Spain,2017,Intentional homicide rates per 100K,0.7,
724,Spain,2017,Percentage of male and female intentional homicide victims- Male,0.8,
724,Spain,2017,Percentage of male and female intentional homicide victims- Female,0.5,
724,Spain,2017,Assault rate per 100K population,38.8,
724,Spain,2017,Kidnapping at the national level- rate per 100K,0.1,
724,Spain,2017,Theft at the national level- rate per 100K population,348.2,
724,Spain,2017,Robbery at the national level- rate per 100K population,132.4,
724,Spain,2017,Total Sexual Violence at the national level- rate per 100K,20.3,
724,Spain,2018,Intentional homicide rates per 100K,0.6,
724,Spain,2018,Percentage of male and female intentional homicide victims- Male,0.8,
724,Spain,2018,Percentage of male and female intentional homicide victims- Female,0.5,
724,Spain,2018,Assault rate per 100K population,39.2,
724,Spain,2018,Kidnapping at the national level- rate per 100K,0.2,
724,Spain,2018,Theft at the national level- rate per 100K population,360.2,
144,Sri Lanka,2004,Intentional homicide rates per 100K,7.1,
144,Sri Lanka,2004,Assault rate per 100K population,109.2,
144,Sri Lanka,2004,Kidnapping at the national level- rate per 100K,4.5,
144,Sri Lanka,2004,Theft at the national level- rate per 100K population,135.7,
144,Sri Lanka,2005,Intentional homicide rates per 100K,6.2,
144,Sri Lanka,2010,Intentional homicide rates per 100K,3.8,
144,Sri Lanka,2010,Percentage of male and female intentional homicide victims- Male,6,
144,Sri Lanka,2010,Percentage of male and female intentional homicide victims- Female,1.6,
144,Sri Lanka,2010,Assault rate per 100K population,318.9,
144,Sri Lanka,2010,Kidnapping at the national level- rate per 100K,1,
144,Sri Lanka,2010,Theft at the national level- rate per 100K population,62.6,
144,Sri Lanka,2010,Robbery at the national level- rate per 100K population,31.8,
144,Sri Lanka,2010,Total Sexual Violence at the national level- rate per 100K,4.4,
144,Sri Lanka,2017,Intentional homicide rates per 100K,2.3,
144,Sri Lanka,2017,Percentage of male and female intentional homicide victims- Male,3.9,
144,Sri Lanka,2017,Percentage of male and female intentional homicide victims- Female,0.8,
144,Sri Lanka,2017,Assault rate per 100K population,15.2,
144,Sri Lanka,2017,Kidnapping at the national level- rate per 100K,1.2,
144,Sri Lanka,2017,Theft at the national level- rate per 100K population,29.1,
144,Sri Lanka,2017,Robbery at the national level- rate per 100K population,15.9,
144,Sri Lanka,2017,Total Sexual Violence at the national level- rate per 100K,11.3,
144,Sri Lanka,2018,Intentional homicide rates per 100K,2.4,
144,Sri Lanka,2018,Percentage of male and female intentional homicide victims- Male,4,
144,Sri Lanka,2018,Percentage of male and female intentional homicide victims- Female,0.9,
144,Sri Lanka,2018,Assault rate per 100K population,13.6,
144,Sri Lanka,2018,Kidnapping at the national level- rate per 100K,1.2,
144,Sri Lanka,2018,Theft at the national level- rate per 100K population,28.2,
275,State of Palestine,2005,Intentional homicide rates per 100K,2.3,
275,State of Palestine,2005,Assault rate per 100K population,183.7,
275,State of Palestine,2005,Kidnapping at the national level- rate per 100K,5.6,
275,State of Palestine,2005,Theft at the national level- rate per 100K population,122.4,
275,State of Palestine,2010,Intentional homicide rates per 100K,0.8,
275,State of Palestine,2010,Percentage of male and female intentional homicide victims- Male,1.1,
275,State of Palestine,2010,Percentage of male and female intentional homicide victims- Female,0.5,
275,State of Palestine,2010,Assault rate per 100K population,7.1,
275,State of Palestine,2010,Kidnapping at the national level- rate per 100K,0.5,
275,State of Palestine,2010,Theft at the national level- rate per 100K population,67.6,
275,State of Palestine,2010,Robbery at the national level- rate per 100K population,70.1,
275,State of Palestine,2010,Total Sexual Violence at the national level- rate per 100K,4.4,
275,State of Palestine,2012,Intentional homicide rates per 100K,0.6,
275,State of Palestine,2012,Percentage of male and female intentional homicide victims- Male,1,
275,State of Palestine,2012,Percentage of male and female intentional homicide victims- Female,0.2,
275,State of Palestine,2012,Assault rate per 100K population,8.2,
275,State of Palestine,2012,Kidnapping at the national level- rate per 100K,0.3,
275,State of Palestine,2012,Theft at the national level- rate per 100K population,45.9,
275,State of Palestine,2012,Robbery at the national level- rate per 100K population,47.1,
275,State of Palestine,2012,Total Sexual Violence at the national level- rate per 100K,2.8,
275,State of Palestine,2013,Intentional homicide rates per 100K,0.6,
275,State of Palestine,2013,Robbery at the national level- rate per 100K population,86.2,
275,State of Palestine,2013,Total Sexual Violence at the national level- rate per 100K,3.1,
275,State of Palestine,2018,Intentional homicide rates per 100K,0.5,
275,State of Palestine,2018,Percentage of male and female intentional homicide victims- Male,0.6,
275,State of Palestine,2018,Percentage of male and female intentional homicide victims- Female,0.1,
275,State of Palestine,2018,Assault rate per 100K population,15.2,
275,State of Palestine,2018,Theft at the national level- rate per 100K population,48.1,
729,Sudan,2008,Intentional homicide rates per 100K,5.1,
740,Suriname,2004,Intentional homicide rates per 100K,9.3,
740,Suriname,2004,Theft at the national level- rate per 100K population,"2,754.20",
740,Suriname,2005,Intentional homicide rates per 100K,13.8,
740,Suriname,2008,Intentional homicide rates per 100K,8.3,
740,Suriname,2008,Percentage of male and female intentional homicide victims- Male,12.7,
740,Suriname,2008,Percentage of male and female intentional homicide victims- Female,3.9,
740,Suriname,2016,Intentional homicide rates per 100K,7.3,
740,Suriname,2016,Percentage of male and female intentional homicide victims- Male,8.8,
740,Suriname,2016,Percentage of male and female intentional homicide victims- Female,5.7,
740,Suriname,2016,Assault rate per 100K population,70.1,
740,Suriname,2017,Intentional homicide rates per 100K,5.4,
740,Suriname,2017,Assault rate per 100K population,63.1,
752,Sweden,2005,Intentional homicide rates per 100K,0.9,
752,Sweden,2005,Percentage of male and female intentional homicide victims- Male,1.2,
752,Sweden,2005,Percentage of male and female intentional homicide victims- Female,0.7,
752,Sweden,2005,Assault rate per 100K population,803.7,
752,Sweden,2005,Theft at the national level- rate per 100K population,"4,921.40",
752,Sweden,2005,Total Sexual Violence at the national level- rate per 100K,129.6,
752,Sweden,2010,Intentional homicide rates per 100K,1,
752,Sweden,2010,Percentage of male and female intentional homicide victims- Male,1.4,
752,Sweden,2010,Percentage of male and female intentional homicide victims- Female,0.6,
752,Sweden,2010,Assault rate per 100K population,59.6,
752,Sweden,2010,Theft at the national level- rate per 100K population,"3,918.60",
752,Sweden,2010,Robbery at the national level- rate per 100K population,98.2,
752,Sweden,2010,Total Sexual Violence at the national level- rate per 100K,150.4,
752,Sweden,2017,Intentional homicide rates per 100K,1.1,
752,Sweden,2017,Percentage of male and female intentional homicide victims- Male,1.7,
752,Sweden,2017,Percentage of male and female intentional homicide victims- Female,0.5,
752,Sweden,2017,Assault rate per 100K population,47.3,
752,Sweden,2017,Theft at the national level- rate per 100K population,"3,635.70",
752,Sweden,2017,Robbery at the national level- rate per 100K population,87.3,
752,Sweden,2017,Total Sexual Violence at the national level- rate per 100K,190.6,
752,Sweden,2018,Intentional homicide rates per 100K,1.1,
752,Sweden,2018,Percentage of male and female intentional homicide victims- Male,1.5,
752,Sweden,2018,Percentage of male and female intentional homicide victims- Female,0.7,
752,Sweden,2018,Assault rate per 100K population,47.2,
752,Sweden,2018,Theft at the national level- rate per 100K population,"3,352.40",
756,Switzerland,2005,Intentional homicide rates per 100K,1,
756,Switzerland,2005,Percentage of male and female intentional homicide victims- Male,1,
756,Switzerland,2005,Percentage of male and female intentional homicide victims- Female,1,
756,Switzerland,2005,Assault rate per 100K population,109.6,
756,Switzerland,2005,Kidnapping at the national level- rate per 100K,3.3,
756,Switzerland,2005,Theft at the national level- rate per 100K population,"1,928.00",
756,Switzerland,2010,Intentional homicide rates per 100K,0.7,
756,Switzerland,2010,Percentage of male and female intentional homicide victims- Male,0.7,
756,Switzerland,2010,Percentage of male and female intentional homicide victims- Female,0.7,
756,Switzerland,2010,Assault rate per 100K population,6.2,
756,Switzerland,2010,Kidnapping at the national level- rate per 100K,0,
756,Switzerland,2010,Theft at the national level- rate per 100K population,"2,065.40",
756,Switzerland,2010,Robbery at the national level- rate per 100K population,56.4,
756,Switzerland,2010,Total Sexual Violence at the national level- rate per 100K,31.9,
756,Switzerland,2017,Intentional homicide rates per 100K,0.5,
756,Switzerland,2017,Percentage of male and female intentional homicide victims- Male,0.6,
756,Switzerland,2017,Percentage of male and female intentional homicide victims- Female,0.5,
756,Switzerland,2017,Assault rate per 100K population,6.9,
756,Switzerland,2017,Kidnapping at the national level- rate per 100K,0,
756,Switzerland,2017,Theft at the national level- rate per 100K population,"1,673.50",
756,Switzerland,2017,Robbery at the national level- rate per 100K population,20.6,
756,Switzerland,2017,Total Sexual Violence at the national level- rate per 100K,30.7,
756,Switzerland,2018,Intentional homicide rates per 100K,0.6,
756,Switzerland,2018,Percentage of male and female intentional homicide victims- Male,0.5,
756,Switzerland,2018,Percentage of male and female intentional homicide victims- Female,0.7,
756,Switzerland,2018,Assault rate per 100K population,6.9,
756,Switzerland,2018,Kidnapping at the national level- rate per 100K,0.1,
756,Switzerland,2018,Theft at the national level- rate per 100K population,"1,595.30",
