Cod,Region/Country/Area,Year,Series,Value
826,United Kingdom,2010,Labour force participation - Total,61.9
826,United Kingdom,2010,Unemployment rate - Total,7.8
826,United Kingdom,2010,Labour force participation - Male,68.6
826,United Kingdom,2010,Unemployment rate - Male,8.6
826,United Kingdom,2010,Labour force participation - Female,55.5
826,United Kingdom,2010,Unemployment rate - Female,6.9
826,United Kingdom,2015,Labour force participation - Total,62.4
826,United Kingdom,2015,Unemployment rate - Total,5.3
826,United Kingdom,2015,Labour force participation - Male,68.3
826,United Kingdom,2015,Unemployment rate - Male,5.5
826,United Kingdom,2015,Labour force participation - Female,56.7
826,United Kingdom,2015,Unemployment rate - Female,5.1
826,United Kingdom,2020,Labour force participation - Total,62.8
826,United Kingdom,2020,Unemployment rate - Total,4.1
826,United Kingdom,2020,Labour force participation - Male,68.1
826,United Kingdom,2020,Unemployment rate - Male,4.3
826,United Kingdom,2020,Labour force participation - Female,57.7
826,United Kingdom,2020,Unemployment rate - Female,3.9
834,United Rep. of Tanzania,2005,Labour force participation - Total,88.4
834,United Rep. of Tanzania,2005,Unemployment rate - Total,3.3
834,United Rep. of Tanzania,2005,Labour force participation - Male,90
834,United Rep. of Tanzania,2005,Unemployment rate - Male,2.4
834,United Rep. of Tanzania,2005,Labour force participation - Female,86.7
834,United Rep. of Tanzania,2005,Unemployment rate - Female,4.3
834,United Rep. of Tanzania,2010,Labour force participation - Total,86.7
834,United Rep. of Tanzania,2010,Unemployment rate - Total,3
834,United Rep. of Tanzania,2010,Labour force participation - Male,89.2
834,United Rep. of Tanzania,2010,Unemployment rate - Male,2.5
834,United Rep. of Tanzania,2010,Labour force participation - Female,84.2
834,United Rep. of Tanzania,2010,Unemployment rate - Female,3.5
834,United Rep. of Tanzania,2015,Labour force participation - Total,83.8
834,United Rep. of Tanzania,2015,Unemployment rate - Total,2.1
834,United Rep. of Tanzania,2015,Labour force participation - Male,87.9
834,United Rep. of Tanzania,2015,Unemployment rate - Male,1.6
834,United Rep. of Tanzania,2015,Labour force participation - Female,79.9
834,United Rep. of Tanzania,2015,Unemployment rate - Female,2.7
834,United Rep. of Tanzania,2020,Labour force participation - Total,83.3
834,United Rep. of Tanzania,2020,Unemployment rate - Total,2
834,United Rep. of Tanzania,2020,Labour force participation - Male,87.2
834,United Rep. of Tanzania,2020,Unemployment rate - Male,1.6
834,United Rep. of Tanzania,2020,Labour force participation - Female,79.4
834,United Rep. of Tanzania,2020,Unemployment rate - Female,2.4
840,United States of America,2005,Labour force participation - Total,65
840,United States of America,2005,Unemployment rate - Total,5.1
840,United States of America,2005,Labour force participation - Male,72.2
840,United States of America,2005,Unemployment rate - Male,5.1
840,United States of America,2005,Labour force participation - Female,58.2
840,United States of America,2005,Unemployment rate - Female,5.1
840,United States of America,2010,Labour force participation - Total,63.6
840,United States of America,2010,Unemployment rate - Total,9.6
840,United States of America,2010,Labour force participation - Male,69.9
840,United States of America,2010,Unemployment rate - Male,10.5
840,United States of America,2010,Labour force participation - Female,57.5
840,United States of America,2010,Unemployment rate - Female,8.6
840,United States of America,2015,Labour force participation - Total,62
840,United States of America,2015,Unemployment rate - Total,5.3
840,United States of America,2015,Labour force participation - Male,68.4
840,United States of America,2015,Unemployment rate - Male,5.4
840,United States of America,2015,Labour force participation - Female,55.8
840,United States of America,2015,Unemployment rate - Female,5.2
840,United States of America,2020,Labour force participation - Total,61.8
840,United States of America,2020,Unemployment rate - Total,3.9
840,United States of America,2020,Labour force participation - Male,67.9
840,United States of America,2020,Unemployment rate - Male,3.9
840,United States of America,2020,Labour force participation - Female,55.9
840,United States of America,2020,Unemployment rate - Female,3.8
850,United States Virgin Islands,2005,Labour force participation - Total,64.3
850,United States Virgin Islands,2005,Unemployment rate - Total,9.1
850,United States Virgin Islands,2005,Labour force participation - Male,69.4
850,United States Virgin Islands,2005,Unemployment rate - Male,8.2
850,United States Virgin Islands,2005,Labour force participation - Female,59.8
850,United States Virgin Islands,2005,Unemployment rate - Female,9.9
850,United States Virgin Islands,2010,Labour force participation - Total,63.3
850,United States Virgin Islands,2010,Unemployment rate - Total,10
850,United States Virgin Islands,2010,Labour force participation - Male,67.6
850,United States Virgin Islands,2010,Unemployment rate - Male,9.4
850,United States Virgin Islands,2010,Labour force participation - Female,59.4
850,United States Virgin Islands,2010,Unemployment rate - Female,10.6
850,United States Virgin Islands,2015,Labour force participation - Total,61.4
850,United States Virgin Islands,2015,Unemployment rate - Total,9.5
850,United States Virgin Islands,2015,Labour force participation - Male,64.2
850,United States Virgin Islands,2015,Unemployment rate - Male,8.8
850,United States Virgin Islands,2015,Labour force participation - Female,58.9
850,United States Virgin Islands,2015,Unemployment rate - Female,10.2
850,United States Virgin Islands,2020,Labour force participation - Total,60.1
850,United States Virgin Islands,2020,Unemployment rate - Total,8.8
850,United States Virgin Islands,2020,Labour force participation - Male,62.4
850,United States Virgin Islands,2020,Unemployment rate - Male,8.3
850,United States Virgin Islands,2020,Labour force participation - Female,58.1
850,United States Virgin Islands,2020,Unemployment rate - Female,9.2
858,Uruguay,2005,Labour force participation - Total,62.5
858,Uruguay,2005,Unemployment rate - Total,12
858,Uruguay,2005,Labour force participation - Male,73.7
858,Uruguay,2005,Unemployment rate - Male,9.5
858,Uruguay,2005,Labour force participation - Female,52.3
858,Uruguay,2005,Unemployment rate - Female,15.3
858,Uruguay,2010,Labour force participation - Total,65.5
858,Uruguay,2010,Unemployment rate - Total,7.2
858,Uruguay,2010,Labour force participation - Male,76.8
858,Uruguay,2010,Unemployment rate - Male,5.3
858,Uruguay,2010,Labour force participation - Female,55.3
858,Uruguay,2010,Unemployment rate - Female,9.5
858,Uruguay,2015,Labour force participation - Total,65
858,Uruguay,2015,Unemployment rate - Total,7.5
858,Uruguay,2015,Labour force participation - Male,75.2
858,Uruguay,2015,Unemployment rate - Male,6.4
858,Uruguay,2015,Labour force participation - Female,55.7
858,Uruguay,2015,Unemployment rate - Female,8.9
858,Uruguay,2020,Labour force participation - Total,64.1
858,Uruguay,2020,Unemployment rate - Total,8.8
858,Uruguay,2020,Labour force participation - Male,73.4
858,Uruguay,2020,Unemployment rate - Male,7
858,Uruguay,2020,Labour force participation - Female,55.7
858,Uruguay,2020,Unemployment rate - Female,10.9
860,Uzbekistan,2005,Labour force participation - Total,62.5
860,Uzbekistan,2005,Unemployment rate - Total,6.9
860,Uzbekistan,2005,Labour force participation - Male,74.3
860,Uzbekistan,2005,Unemployment rate - Male,7.1
860,Uzbekistan,2005,Labour force participation - Female,51.3
860,Uzbekistan,2005,Unemployment rate - Female,6.6
860,Uzbekistan,2010,Labour force participation - Total,63.3
860,Uzbekistan,2010,Unemployment rate - Total,5.4
860,Uzbekistan,2010,Labour force participation - Male,75.4
860,Uzbekistan,2010,Unemployment rate - Male,5.5
860,Uzbekistan,2010,Labour force participation - Female,51.6
860,Uzbekistan,2010,Unemployment rate - Female,5.1
860,Uzbekistan,2015,Labour force participation - Total,64.7
860,Uzbekistan,2015,Unemployment rate - Total,5.2
860,Uzbekistan,2015,Labour force participation - Male,77.4
860,Uzbekistan,2015,Unemployment rate - Male,5.3
860,Uzbekistan,2015,Labour force participation - Female,52.3
860,Uzbekistan,2015,Unemployment rate - Female,4.9
860,Uzbekistan,2020,Labour force participation - Total,65
860,Uzbekistan,2020,Unemployment rate - Total,6.1
860,Uzbekistan,2020,Labour force participation - Male,78.1
860,Uzbekistan,2020,Unemployment rate - Male,6.3
860,Uzbekistan,2020,Labour force participation - Female,52.3
860,Uzbekistan,2020,Unemployment rate - Female,5.8
548,Vanuatu,2005,Labour force participation - Total,69.6
548,Vanuatu,2005,Unemployment rate - Total,4.6
548,Vanuatu,2005,Labour force participation - Male,78.3
548,Vanuatu,2005,Unemployment rate - Male,4.2
548,Vanuatu,2005,Labour force participation - Female,60.7
548,Vanuatu,2005,Unemployment rate - Female,5.1
548,Vanuatu,2010,Labour force participation - Total,69.7
548,Vanuatu,2010,Unemployment rate - Total,4.6
548,Vanuatu,2010,Labour force participation - Male,78.9
548,Vanuatu,2010,Unemployment rate - Male,4.2
548,Vanuatu,2010,Labour force participation - Female,60.6
548,Vanuatu,2010,Unemployment rate - Female,5.2
548,Vanuatu,2015,Labour force participation - Total,70
548,Vanuatu,2015,Unemployment rate - Total,4.6
548,Vanuatu,2015,Labour force participation - Male,79
548,Vanuatu,2015,Unemployment rate - Male,4.2
548,Vanuatu,2015,Labour force participation - Female,60.9
548,Vanuatu,2015,Unemployment rate - Female,5.1
548,Vanuatu,2020,Labour force participation - Total,69.8
548,Vanuatu,2020,Unemployment rate - Total,4.4
548,Vanuatu,2020,Labour force participation - Male,78.7
548,Vanuatu,2020,Unemployment rate - Male,4
548,Vanuatu,2020,Labour force participation - Female,60.9
548,Vanuatu,2020,Unemployment rate - Female,4.9
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Total,64.2
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Total,10.7
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Male,79.2
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Male,10
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Female,49.4
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Female,11.6
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Total,63.8
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Total,7.1
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Male,78.4
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Male,7.2
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Female,49.5
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Female,7
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Total,62.8
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Total,7.4
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Male,76.8
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Male,6.8
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Female,49.2
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Female,8.5
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Total,59.3
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Total,9.4
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Male,74.3
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Male,9.2
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Female,45.2
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Female,9.6
704,Viet Nam,2005,Labour force participation - Total,76.1
704,Viet Nam,2005,Unemployment rate - Total,2.1
704,Viet Nam,2005,Labour force participation - Male,80.8
704,Viet Nam,2005,Unemployment rate - Male,2
704,Viet Nam,2005,Labour force participation - Female,71.7
704,Viet Nam,2005,Unemployment rate - Female,2.3
704,Viet Nam,2010,Labour force participation - Total,76.3
704,Viet Nam,2010,Unemployment rate - Total,1.1
704,Viet Nam,2010,Labour force participation - Male,81.4
704,Viet Nam,2010,Unemployment rate - Male,1.2
704,Viet Nam,2010,Labour force participation - Female,71.4
704,Viet Nam,2010,Unemployment rate - Female,1.1
704,Viet Nam,2015,Labour force participation - Total,78.2
704,Viet Nam,2015,Unemployment rate - Total,2.1
704,Viet Nam,2015,Labour force participation - Male,83.3
704,Viet Nam,2015,Unemployment rate - Male,2.2
704,Viet Nam,2015,Labour force participation - Female,73.3
704,Viet Nam,2015,Unemployment rate - Female,2
704,Viet Nam,2020,Labour force participation - Total,77.3
704,Viet Nam,2020,Unemployment rate - Total,2
704,Viet Nam,2020,Labour force participation - Male,82.2
704,Viet Nam,2020,Unemployment rate - Male,2.1
704,Viet Nam,2020,Labour force participation - Female,72.6
704,Viet Nam,2020,Unemployment rate - Female,2
732,Western Sahara,2005,Labour force participation - Total,52.9
732,Western Sahara,2005,Unemployment rate - Total,9.7
732,Western Sahara,2005,Labour force participation - Male,78.9
732,Western Sahara,2005,Unemployment rate - Male,8.4
732,Western Sahara,2005,Labour force participation - Female,22.7
732,Western Sahara,2005,Unemployment rate - Female,14.7
732,Western Sahara,2010,Labour force participation - Total,53.8
732,Western Sahara,2010,Unemployment rate - Total,9.7
732,Western Sahara,2010,Labour force participation - Male,79.3
732,Western Sahara,2010,Unemployment rate - Male,8.4
732,Western Sahara,2010,Labour force participation - Female,24.3
732,Western Sahara,2010,Unemployment rate - Female,14.7
732,Western Sahara,2015,Labour force participation - Total,54.2
732,Western Sahara,2015,Unemployment rate - Total,9.6
732,Western Sahara,2015,Labour force participation - Male,79.6
732,Western Sahara,2015,Unemployment rate - Male,8.4
732,Western Sahara,2015,Labour force participation - Female,25.2
732,Western Sahara,2015,Unemployment rate - Female,14.3
732,Western Sahara,2020,Labour force participation - Total,54.2
732,Western Sahara,2020,Unemployment rate - Total,9.4
732,Western Sahara,2020,Labour force participation - Male,79.3
732,Western Sahara,2020,Unemployment rate - Male,8.1
732,Western Sahara,2020,Labour force participation - Female,26.1
732,Western Sahara,2020,Unemployment rate - Female,14
887,Yemen,2005,Labour force participation - Total,42.1
887,Yemen,2005,Unemployment rate - Total,12.2
