Region,Year,Series,Value
Tajikistan,2015,Labour force participation - Male,52.9
Tajikistan,2015,Unemployment rate - Male,12.2
Tajikistan,2015,Labour force participation - Female,31.4
Tajikistan,2015,Unemployment rate - Female,10.4
Tajikistan,2020,Labour force participation - Total,42.1
Tajikistan,2020,Unemployment rate - Total,11
Tajikistan,2020,Labour force participation - Male,52.9
Tajikistan,2020,Unemployment rate - Male,11.7
Tajikistan,2020,Labour force participation - Female,31.3
Tajikistan,2020,Unemployment rate - Female,9.8
Thailand,2005,Labour force participation - Total,72.5
Thailand,2005,Unemployment rate - Total,1.4
Thailand,2005,Labour force participation - Male,80.9
Thailand,2005,Unemployment rate - Male,1.5
Thailand,2005,Labour force participation - Female,64.6
Thailand,2005,Unemployment rate - Female,1.2
Thailand,2010,Labour force participation - Total,71.7
Thailand,2010,Unemployment rate - Total,0.6
Thailand,2010,Labour force participation - Male,80.1
Thailand,2010,Unemployment rate - Male,0.6
Thailand,2010,Labour force participation - Female,63.9
Thailand,2010,Unemployment rate - Female,0.6
Thailand,2015,Labour force participation - Total,69.1
Thailand,2015,Unemployment rate - Total,0.6
Thailand,2015,Labour force participation - Male,77.7
Thailand,2015,Unemployment rate - Male,0.6
Thailand,2015,Labour force participation - Female,60.9
Thailand,2015,Unemployment rate - Female,0.6
Thailand,2020,Labour force participation - Total,67
Thailand,2020,Unemployment rate - Total,0.8
Thailand,2020,Labour force participation - Male,75.8
Thailand,2020,Unemployment rate - Male,0.8
Thailand,2020,Labour force participation - Female,58.9
Thailand,2020,Unemployment rate - Female,0.8
Timor-Leste,2005,Labour force participation - Total,68.7
Timor-Leste,2005,Unemployment rate - Total,3.3
Timor-Leste,2005,Labour force participation - Male,74.3
Timor-Leste,2005,Unemployment rate - Male,2.7
Timor-Leste,2005,Labour force participation - Female,63
Timor-Leste,2005,Unemployment rate - Female,3.9
Timor-Leste,2010,Labour force participation - Total,65.7
Timor-Leste,2010,Unemployment rate - Total,3.3
Timor-Leste,2010,Labour force participation - Male,70.7
Timor-Leste,2010,Unemployment rate - Male,2.7
Timor-Leste,2010,Labour force participation - Female,60.6
Timor-Leste,2010,Unemployment rate - Female,4
Timor-Leste,2015,Labour force participation - Total,66.6
Timor-Leste,2015,Unemployment rate - Total,4.5
Timor-Leste,2015,Labour force participation - Male,71.9
Timor-Leste,2015,Unemployment rate - Male,3.3
Timor-Leste,2015,Labour force participation - Female,61.2
Timor-Leste,2015,Unemployment rate - Female,5.8
Timor-Leste,2020,Labour force participation - Total,67.3
Timor-Leste,2020,Unemployment rate - Total,4.6
Timor-Leste,2020,Labour force participation - Male,72.7
Timor-Leste,2020,Unemployment rate - Male,3.2
Timor-Leste,2020,Labour force participation - Female,61.9
Timor-Leste,2020,Unemployment rate - Female,6.3
Togo,2005,Labour force participation - Total,80.7
Togo,2005,Unemployment rate - Total,4.4
Togo,2005,Labour force participation - Male,80.7
Togo,2005,Unemployment rate - Male,4.5
Togo,2005,Labour force participation - Female,80.7
Togo,2005,Unemployment rate - Female,4.3
Togo,2010,Labour force participation - Total,79.1
Togo,2010,Unemployment rate - Total,2.4
Togo,2010,Labour force participation - Male,80.7
Togo,2010,Unemployment rate - Male,2.7
Togo,2010,Labour force participation - Female,77.6
Togo,2010,Unemployment rate - Female,2.1
Togo,2015,Labour force participation - Total,78.3
Togo,2015,Unemployment rate - Total,2.2
Togo,2015,Labour force participation - Male,79.9
Togo,2015,Unemployment rate - Male,2.7
Togo,2015,Labour force participation - Female,76.6
Togo,2015,Unemployment rate - Female,1.7
Togo,2020,Labour force participation - Total,77.5
Togo,2020,Unemployment rate - Total,2
Togo,2020,Labour force participation - Male,78.9
Togo,2020,Unemployment rate - Male,2.5
Togo,2020,Labour force participation - Female,76.1
Togo,2020,Unemployment rate - Female,1.5
Tonga,2005,Labour force participation - Total,60.3
Tonga,2005,Unemployment rate - Total,2.1
Tonga,2005,Labour force participation - Male,75.4
Tonga,2005,Unemployment rate - Male,1.3
Tonga,2005,Labour force participation - Female,45.7
Tonga,2005,Unemployment rate - Female,3.5
Tonga,2010,Labour force participation - Total,60
Tonga,2010,Unemployment rate - Total,1.2
Tonga,2010,Labour force participation - Male,75.3
Tonga,2010,Unemployment rate - Male,0.6
Tonga,2010,Labour force participation - Female,45.4
Tonga,2010,Unemployment rate - Female,2.1
Tonga,2015,Labour force participation - Total,60
Tonga,2015,Unemployment rate - Total,1.1
Tonga,2015,Labour force participation - Male,74.8
Tonga,2015,Unemployment rate - Male,0.5
Tonga,2015,Labour force participation - Female,45.8
Tonga,2015,Unemployment rate - Female,2.1
Tonga,2020,Labour force participation - Total,59.8
Tonga,2020,Unemployment rate - Total,1.2
Tonga,2020,Labour force participation - Male,74.3
Tonga,2020,Unemployment rate - Male,0.6
Tonga,2020,Labour force participation - Female,45.8
Tonga,2020,Unemployment rate - Female,2.1
Trinidad and Tobago,2005,Labour force participation - Total,64.7
Trinidad and Tobago,2005,Unemployment rate - Total,3.1
Trinidad and Tobago,2005,Labour force participation - Male,76.1
Trinidad and Tobago,2005,Unemployment rate - Male,2.6
Trinidad and Tobago,2005,Labour force participation - Female,53.5
Trinidad and Tobago,2005,Unemployment rate - Female,3.8
Trinidad and Tobago,2010,Labour force participation - Total,62.3
Trinidad and Tobago,2010,Unemployment rate - Total,3.8
Trinidad and Tobago,2010,Labour force participation - Male,73.9
Trinidad and Tobago,2010,Unemployment rate - Male,3.4
Trinidad and Tobago,2010,Labour force participation - Female,51.1
Trinidad and Tobago,2010,Unemployment rate - Female,4.3
Trinidad and Tobago,2015,Labour force participation - Total,61.8
Trinidad and Tobago,2015,Unemployment rate - Total,2.2
Trinidad and Tobago,2015,Labour force participation - Male,73.2
Trinidad and Tobago,2015,Unemployment rate - Male,1.9
Trinidad and Tobago,2015,Labour force participation - Female,50.8
Trinidad and Tobago,2015,Unemployment rate - Female,2.6
Trinidad and Tobago,2020,Labour force participation - Total,59.5
Trinidad and Tobago,2020,Unemployment rate - Total,2.8
Trinidad and Tobago,2020,Labour force participation - Male,69.6
Trinidad and Tobago,2020,Unemployment rate - Male,2.6
Trinidad and Tobago,2020,Labour force participation - Female,49.8
Trinidad and Tobago,2020,Unemployment rate - Female,3
Tunisia,2005,Labour force participation - Total,45.1
Tunisia,2005,Unemployment rate - Total,12.9
Tunisia,2005,Labour force participation - Male,67.5
Tunisia,2005,Unemployment rate - Male,12.1
Tunisia,2005,Labour force participation - Female,23.3
Tunisia,2005,Unemployment rate - Female,15.2
Tunisia,2010,Labour force participation - Total,46.7
Tunisia,2010,Unemployment rate - Total,13.1
Tunisia,2010,Labour force participation - Male,69.6
Tunisia,2010,Unemployment rate - Male,10.9
Tunisia,2010,Labour force participation - Female,24.5
Tunisia,2010,Unemployment rate - Female,19
Tunisia,2015,Labour force participation - Total,46.9
Tunisia,2015,Unemployment rate - Total,15.2
Tunisia,2015,Labour force participation - Male,70.1
Tunisia,2015,Unemployment rate - Male,12.6
Tunisia,2015,Labour force participation - Female,24.7
Tunisia,2015,Unemployment rate - Female,22.4
Tunisia,2020,Labour force participation - Total,45.9
Tunisia,2020,Unemployment rate - Total,16.2
Tunisia,2020,Labour force participation - Male,69.2
Tunisia,2020,Unemployment rate - Male,13.8
Tunisia,2020,Labour force participation - Female,23.6
Tunisia,2020,Unemployment rate - Female,22.8
Turkey,2005,Labour force participation - Total,46
Turkey,2005,Unemployment rate - Total,10.6
Turkey,2005,Labour force participation - Male,70.1
Turkey,2005,Unemployment rate - Male,10.4
Turkey,2005,Labour force participation - Female,23.3
Turkey,2005,Unemployment rate - Female,11.2
Turkey,2010,Labour force participation - Total,47.7
Turkey,2010,Unemployment rate - Total,10.7
Turkey,2010,Labour force participation - Male,69.6
Turkey,2010,Unemployment rate - Male,10.4
Turkey,2010,Labour force participation - Female,27
Turkey,2010,Unemployment rate - Female,11.4
Turkey,2015,Labour force participation - Total,51
Turkey,2015,Unemployment rate - Total,10.2
Turkey,2015,Labour force participation - Male,71.6
Turkey,2015,Unemployment rate - Male,9.2
Turkey,2015,Labour force participation - Female,31.5
Turkey,2015,Unemployment rate - Female,12.6
Turkey,2020,Labour force participation - Total,52.7
Turkey,2020,Unemployment rate - Total,12.9
Turkey,2020,Labour force participation - Male,72.4
Turkey,2020,Unemployment rate - Male,11.7
Turkey,2020,Labour force participation - Female,33.9
Turkey,2020,Unemployment rate - Female,15.4
Turkmenistan,2005,Labour force participation - Total,62.6
Turkmenistan,2005,Unemployment rate - Total,7.3
Turkmenistan,2005,Labour force participation - Male,75
Turkmenistan,2005,Unemployment rate - Male,8.9
Turkmenistan,2005,Labour force participation - Female,50.9
Turkmenistan,2005,Unemployment rate - Female,5
Turkmenistan,2010,Labour force participation - Total,63.3
Turkmenistan,2010,Unemployment rate - Total,4
Turkmenistan,2010,Labour force participation - Male,76.2
Turkmenistan,2010,Unemployment rate - Male,5.2
Turkmenistan,2010,Labour force participation - Female,51.1
Turkmenistan,2010,Unemployment rate - Female,2.3
Turkmenistan,2015,Labour force participation - Total,64.6
Turkmenistan,2015,Unemployment rate - Total,4
Turkmenistan,2015,Labour force participation - Male,78.2
Turkmenistan,2015,Unemployment rate - Male,5.2
Turkmenistan,2015,Labour force participation - Female,51.7
Turkmenistan,2015,Unemployment rate - Female,2.2
Turkmenistan,2020,Labour force participation - Total,64.4
Turkmenistan,2020,Unemployment rate - Total,4.1
Turkmenistan,2020,Labour force participation - Male,78.2
Turkmenistan,2020,Unemployment rate - Male,5.3
Turkmenistan,2020,Labour force participation - Female,51.3
Turkmenistan,2020,Unemployment rate - Female,2.3
Turks and Caicos Islands,2005,Labour force participation - Total,62
Turks and Caicos Islands,2008,Labour force participation - Total,64
Turks and Caicos Islands,2008,Unemployment rate - Total,8.3
Tuvalu,2005,Labour force participation - Total,58.2
Tuvalu,2005,Unemployment rate - Total,6.5
Tuvalu,2005,Labour force participation - Male,69.6
Tuvalu,2005,Unemployment rate - Male,4.9
Tuvalu,2005,Labour force participation - Female,47.9
Tuvalu,2005,Unemployment rate - Female,8.6
Uganda,2005,Labour force participation - Total,70.6
Uganda,2005,Unemployment rate - Total,1.9
Uganda,2005,Labour force participation - Male,76.5
Uganda,2005,Unemployment rate - Male,1.7
Uganda,2005,Labour force participation - Female,65.1
Uganda,2005,Unemployment rate - Female,2.1
Uganda,2010,Labour force participation - Total,71
Uganda,2010,Unemployment rate - Total,3.6
Uganda,2010,Labour force participation - Male,76.3
Uganda,2010,Unemployment rate - Male,3
Uganda,2010,Labour force participation - Female,66.1
Uganda,2010,Unemployment rate - Female,4.3
Uganda,2015,Labour force participation - Total,70.8
Uganda,2015,Unemployment rate - Total,1.9
Uganda,2015,Labour force participation - Male,75.3
Uganda,2015,Unemployment rate - Male,1.4
Uganda,2015,Labour force participation - Female,66.7
Uganda,2015,Unemployment rate - Female,2.4
Uganda,2020,Labour force participation - Total,70.4
Uganda,2020,Unemployment rate - Total,1.9
Uganda,2020,Labour force participation - Male,73.9
Uganda,2020,Unemployment rate - Male,1.5
Uganda,2020,Labour force participation - Female,67.1
Uganda,2020,Unemployment rate - Female,2.3
Ukraine,2005,Labour force participation - Total,55.1
Ukraine,2005,Unemployment rate - Total,7.2
Ukraine,2005,Labour force participation - Male,62.9
Ukraine,2005,Unemployment rate - Male,7.5
Ukraine,2005,Labour force participation - Female,48.6
Ukraine,2005,Unemployment rate - Female,6.8
Ukraine,2010,Labour force participation - Total,55
Ukraine,2010,Unemployment rate - Total,8.1
Ukraine,2010,Labour force participation - Male,63
Ukraine,2010,Unemployment rate - Male,9.3
Ukraine,2010,Labour force participation - Female,48.4
Ukraine,2010,Unemployment rate - Female,6.8
Ukraine,2015,Labour force participation - Total,54.7
Ukraine,2015,Unemployment rate - Total,9.1
Ukraine,2015,Labour force participation - Male,63.6
Ukraine,2015,Unemployment rate - Male,10.1
Ukraine,2015,Labour force participation - Female,47.4
Ukraine,2015,Unemployment rate - Female,8.1
Ukraine,2020,Labour force participation - Total,53.9
Ukraine,2020,Unemployment rate - Total,8.9
Ukraine,2020,Labour force participation - Male,62.8
Ukraine,2020,Unemployment rate - Male,9.9
Ukraine,2020,Labour force participation - Female,46.5
Ukraine,2020,Unemployment rate - Female,7.9
United Arab Emirates,2005,Labour force participation - Total,78.6
United Arab Emirates,2005,Unemployment rate - Total,3.1
United Arab Emirates,2005,Labour force participation - Male,92.6
United Arab Emirates,2005,Unemployment rate - Male,2.6
United Arab Emirates,2005,Labour force participation - Female,37.3
United Arab Emirates,2005,Unemployment rate - Female,7.2
United Arab Emirates,2010,Labour force participation - Total,83.8
United Arab Emirates,2010,Unemployment rate - Total,2.5
United Arab Emirates,2010,Labour force participation - Male,94.7
United Arab Emirates,2010,Unemployment rate - Male,2.1
United Arab Emirates,2010,Labour force participation - Female,44.3
United Arab Emirates,2010,Unemployment rate - Female,5.9
United Arab Emirates,2015,Labour force participation - Total,83
United Arab Emirates,2015,Unemployment rate - Total,1.9
United Arab Emirates,2015,Labour force participation - Male,94.7
United Arab Emirates,2015,Unemployment rate - Male,1.4
United Arab Emirates,2015,Labour force participation - Female,50.6
United Arab Emirates,2015,Unemployment rate - Female,4.7
United Arab Emirates,2020,Labour force participation - Total,82.2
United Arab Emirates,2020,Unemployment rate - Total,2.5
